X.1,X,etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
8024,8024,8024,2013-11-26 22:30:40.721768,021       ,2013-03-01 00:00:00,花旗,29627,8.0228e+10,943,1.331e+09,0,0,137,2.6e+08,166152,4.0722e+10
8025,8025,8025,2013-11-26 22:30:40.679076,815       ,2013-03-01 00:00:00,日盛國際商業銀行,19014,4.018e+10,4821,8.307e+09,34,2.6e+07,0,0,17257,2.138e+09
8026,8026,8026,2013-11-26 22:30:40.689928,N008      ,2013-03-01 00:00:00,台北縣淡水信用合作社,933,2.21e+09,117,1.31e+08,2,0,0,0,142,2e+07
8027,8027,8027,2013-11-26 22:30:40.681146,098       ,2013-03-01 00:00:00,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
8028,8028,8028,2013-11-26 22:30:40.551598,083       ,2013-03-01 00:00:00,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
8029,8029,8029,2013-11-26 22:30:40.687919,814       ,2013-03-01 00:00:00,大眾商業銀行,33946,9.4484e+10,396,5.05e+08,0,0,0,0,54624,7.041e+09
8030,8030,8030,2013-11-26 22:30:40.491311,093       ,2013-03-01 00:00:00,荷蘭商安智銀行,0,0,0,0,0,0,0,0,0,0
8031,8031,8031,2013-11-26 22:30:40.502588,115       ,2013-03-01 00:00:00,基隆市第二信用合作社,2746,7.416e+09,117,9.8e+07,0,0,0,0,111,7e+06
8032,8032,8032,2013-11-26 22:30:40.543617,222       ,2013-03-01 00:00:00,澎湖縣第一信用合作社,144,3.68e+08,8,3.1e+07,0,0,0,0,188,6.4e+07
8033,8033,8033,2013-11-26 22:30:40.533974,054       ,2013-03-01 00:00:00,京城商業銀行,7345,1.4195e+10,2943,2.711e+09,97,2.7e+07,0,0,4414,3.373e+09
8034,8034,8034,2013-11-26 22:30:40.532067,050       ,2013-03-01 00:00:00,臺灣中小企業銀行,63150,1.34461e+11,6550,8.604e+09,0,0,37512,1.5793e+10,21193,3.1497e+10
8035,8035,8035,2013-11-26 22:30:40.655818,158       ,2013-03-01 00:00:00,彰化第一信用合作社,1612,3.039e+09,24,2.4e+07,0,0,0,0,0,0
8036,8036,8036,2013-11-26 22:30:40.535965,101       ,2013-03-01 00:00:00,大台北商業銀行,2919,1.2534e+10,107,1.11e+08,0,0,0,0,276,8.7e+07
8037,8037,8037,2013-11-26 22:30:40.746797,321       ,2013-03-01 00:00:00,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
8038,8038,8038,2013-11-26 22:30:40.653489,124       ,2013-03-01 00:00:00,宜蘭信用合作社,784,1.823e+09,220,2.91e+08,0,0,0,0,627,1.4e+07
8039,8039,8039,2013-11-26 22:30:40.545685,216       ,2013-03-01 00:00:00,花蓮第二信用合作社,5977,1.1764e+10,383,2.87e+08,0,0,742,2.15e+08,38,2.1e+07
8040,8040,8040,2013-11-26 22:30:41.119409,030       ,2013-04-01 00:00:00,美商道富銀行,0,0,0,0,0,0,0,0,0,0
8041,8041,8041,2013-11-26 22:30:40.892418,040       ,2013-04-01 00:00:00,中華開發工業銀行,0,0,0,0,0,0,0,0,13,5e+06
8042,8042,8042,2013-11-26 22:30:40.887197,020       ,2013-04-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
8043,8043,8043,2013-11-26 22:30:40.917825,037       ,2013-04-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
8044,8044,8044,2013-11-26 22:30:40.901613,146       ,2013-04-01 00:00:00,台中市第二信用合作社,5443,1.1918e+10,112,1.64e+08,1,0,0,0,99,2.4e+07
8045,8045,8045,2013-11-26 22:30:40.933185,N022      ,2013-04-01 00:00:00,西班牙商西班牙對外銀行,0,0,0,0,0,0,0,0,0,0
8046,8046,8046,2013-11-26 22:30:40.908813,204       ,2013-04-01 00:00:00,高雄市第三信用合作社,3141,6.998e+09,221,2.32e+08,0,0,1287,7.55e+08,146,2.4e+07
8047,8047,8047,2013-11-26 22:30:40.915758,N019      ,2013-04-01 00:00:00,香港東亞銀行,0,0,0,0,0,0,0,0,21,2e+06
8048,8048,8048,2013-11-26 22:30:41.111982,N008      ,2013-04-01 00:00:00,台北縣淡水信用合作社,939,2.242e+09,118,1.31e+08,2,0,0,0,144,2e+07
8049,8049,8049,2013-11-26 22:30:40.903618,805       ,2013-04-01 00:00:00,遠東國際商業銀行,44650,1.07378e+11,3567,2.266e+09,56441,1.82e+10,3982,1.067e+09,132542,1.4842e+10
8050,8050,8050,2013-11-26 22:30:41.051335,106       ,2013-04-01 00:00:00,台北市第九信用合作社,2047,6.388e+09,0,0,0,0,0,0,118,3.9e+07
8051,8051,8051,2013-11-26 22:30:41.048881,101       ,2013-04-01 00:00:00,大台北商業銀行,2920,1.2621e+10,107,1.12e+08,0,0,0,0,272,8.6e+07
8052,8052,8052,2013-11-26 22:30:41.056507,222       ,2013-04-01 00:00:00,澎湖縣第一信用合作社,145,3.67e+08,8,3.1e+07,0,0,0,0,186,6.3e+07
8053,8053,8053,2013-11-26 22:30:41.060812,005       ,2013-04-01 00:00:00,臺灣土地銀行,269793,6.11419e+11,36071,3.8041e+10,2,1e+06,61730,2.0348e+10,30927,6.175e+09
8054,8054,8054,2013-11-26 22:30:41.25845,806       ,2013-04-01 00:00:00,元大商業銀行,21369,8.2502e+10,6512,8.024e+09,35413,1.1938e+10,110,1.6e+07,9307,4.815e+09
8055,8055,8055,2013-11-26 22:30:40.897115,008       ,2013-04-01 00:00:00,華南商業銀行,126109,3.90944e+11,6804,1.0614e+10,7019,1.471e+09,2419,9.89e+08,47924,1.6064e+10
8056,8056,8056,2013-11-26 22:30:41.075681,124       ,2013-04-01 00:00:00,宜蘭信用合作社,798,1.879e+09,218,2.92e+08,0,0,0,0,636,1.4e+07
8057,8057,8057,2013-11-26 22:30:41.098472,178       ,2013-04-01 00:00:00,嘉義市第三信用合作社,1654,3.351e+09,695,5.27e+08,0,0,0,0,228,6.9e+07
8058,8058,8058,2013-11-26 22:30:41.106704,325       ,2013-04-01 00:00:00,香港上海匯豐銀行,0,0,0,0,0,0,0,0,0,0
8059,8059,8059,2013-11-26 22:30:41.07789,158       ,2013-04-01 00:00:00,彰化第一信用合作社,1629,3.057e+09,25,2.4e+07,0,0,0,0,0,0
8060,8060,8060,2013-11-26 22:30:41.10467,007       ,2013-04-01 00:00:00,第一商業銀行,83773,2.94491e+11,25308,3.6244e+10,1064,4.13e+08,2078,7.05e+08,16436,1.1048e+10
8061,8061,8061,2013-11-26 22:30:40.937208,016       ,2013-04-01 00:00:00,高雄銀行,17706,2.953e+10,3835,5.957e+09,0,0,0,0,56278,7.765e+09
8062,8062,8062,2013-11-26 22:30:41.276604,004       ,2013-04-01 00:00:00,臺灣銀行,159332,4.08223e+11,20055,2.2288e+10,0,0,11216,2.893e+09,4252739,2.19955e+11
8063,8063,8063,2013-11-26 22:30:41.132131,013       ,2013-04-01 00:00:00,國泰世華商業銀行,62389,2.63567e+11,6664,8.476e+09,376,3.39e+08,0,0,61133,3.3793e+10
8064,8064,8064,2013-11-26 22:30:41.136663,072       ,2013-04-01 00:00:00,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
8065,8065,8065,2013-11-26 22:30:41.290953,816       ,2013-04-01 00:00:00,安泰商業銀行,17353,5.4003e+10,2943,4.18e+09,754,2.52e+08,3568,9.7e+08,43192,7.554e+09
8066,8066,8066,2013-11-26 22:30:41.263174,807       ,2013-04-01 00:00:00,永豐商業銀行,61232,2.24105e+11,6295,9.51e+09,5213,2.759e+09,0,0,27790,7.961e+09
8067,8067,8067,2013-11-26 22:30:41.084564,078       ,2013-04-01 00:00:00,新加坡商星展銀行,0,0,0,0,0,0,0,0,0,0
8068,8068,8068,2013-11-26 22:30:41.265683,810       ,2013-04-01 00:00:00,星展,15204,3.7589e+10,2350,2.08e+09,17864,8.704e+09,0,0,21087,9.478e+09
8069,8069,8069,2013-11-26 22:30:41.280641,076       ,2013-04-01 00:00:00,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
8070,8070,8070,2013-11-26 22:30:41.293128,028       ,2013-04-01 00:00:00,美商美國紐約梅隆銀行,0,0,0,0,0,0,0,0,0,0
8071,8071,8071,2013-11-26 22:30:41.282733,147       ,2013-04-01 00:00:00,三信商業銀行,6307,1.8478e+10,685,8.72e+08,27322,1.0902e+10,0,0,16355,7.362e+09
8072,8072,8072,2013-11-26 22:30:41.278537,097       ,2013-04-01 00:00:00,美商富國銀行,0,0,0,0,0,0,0,0,0,0
8073,8073,8073,2013-11-26 22:30:41.249633,011       ,2013-04-01 00:00:00,上海商業儲蓄銀行,28862,1.13617e+11,1829,8.18e+08,152,6.2e+07,0,0,6005,1.823e+09
8074,8074,8074,2013-11-26 22:30:41.27167,321       ,2013-04-01 00:00:00,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
8075,8075,8075,2013-11-26 22:30:41.260619,103       ,2013-04-01 00:00:00,臺灣新光商業銀行,35164,9.7482e+10,667,7.6e+08,8809,3.805e+09,0,0,57581,2.9525e+10
8076,8076,8076,2013-11-26 22:30:41.25632,102       ,2013-04-01 00:00:00,華泰商業銀行,4825,1.5876e+10,748,1.247e+09,0,0,0,0,1624,3.41e+08
8077,8077,8077,2013-11-26 22:30:41.082821,215       ,2013-04-01 00:00:00,花蓮第一信用合作社,4776,9.477e+09,581,6.07e+08,0,0,55,2.7e+07,221,4e+07
8078,8078,8078,2013-11-26 22:30:41.102404,098       ,2013-04-01 00:00:00,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
8079,8079,8079,2013-11-26 22:30:41.087192,N023      ,2013-04-01 00:00:00,大陸商交通銀行,0,0,0,0,0,0,0,0,0,0
8080,8080,8080,2013-11-26 22:30:40.947848,023       ,2013-04-01 00:00:00,泰國盤谷銀行,0,0,0,0,0,0,0,0,0,0
8081,8081,8081,2013-11-26 22:30:40.94982,050       ,2013-04-01 00:00:00,臺灣中小企業銀行,62819,1.34622e+11,6473,8.475e+09,0,0,37667,1.5752e+10,21364,3.143e+10
8082,8082,8082,2013-11-26 22:30:40.905988,163       ,2013-04-01 00:00:00,彰化第十信用合作社,1246,2.482e+09,0,0,0,0,0,0,0,0
8083,8083,8083,2013-11-26 22:30:40.931207,114       ,2013-04-01 00:00:00,基隆第一信用合作社,5954,8.54e+09,296,1.31e+08,0,0,0,0,4887,4.906e+09
8084,8084,8084,2013-11-26 22:30:40.894876,809       ,2013-04-01 00:00:00,萬泰商業銀行,5709,2.2709e+10,701,5.79e+08,8,0,0,0,178480,2.9708e+10
8085,8085,8085,2013-11-26 22:30:41.068665,087       ,2013-04-01 00:00:00,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
8086,8086,8086,2013-11-26 22:30:40.910797,093       ,2013-04-01 00:00:00,荷蘭商安智銀行,0,0,0,0,0,0,0,0,0,0
8087,8087,8087,2013-11-26 22:30:40.890325,119       ,2013-04-01 00:00:00,淡水第一信用合作社,11477,2.3609e+10,347,2.79e+08,0,0,0,0,589,1.59e+08
8088,8088,8088,2013-11-26 22:30:41.072685,025       ,2013-04-01 00:00:00,菲律賓首都銀行,0,0,0,0,0,0,0,0,13,1e+06
8089,8089,8089,2013-11-26 22:30:40.926671,812       ,2013-04-01 00:00:00,台新國際商業銀行,75273,2.19305e+11,2650,2.463e+09,42164,1.7281e+10,0,0,156080,5.6966e+10
8090,8090,8090,2013-11-26 22:30:41.298446,808       ,2013-04-01 00:00:00,玉山商業銀行,75056,2.04311e+11,3376,7.182e+09,0,0,1824,8.57e+08,79022,2.4057e+10
8091,8091,8091,2013-11-26 22:30:41.070791,161       ,2013-04-01 00:00:00,彰化第五信用合作社,698,1.599e+09,31,3.7e+07,0,0,0,0,3,1e+06
8092,8092,8092,2013-11-26 22:30:41.251857,104       ,2013-04-01 00:00:00,台北市第五信用合作社,1181,4.057e+09,20,2.7e+07,0,0,0,0,35,8e+06
8093,8093,8093,2013-11-26 22:30:41.274005,130       ,2013-04-01 00:00:00,新竹第一信用合作社,3256,1.1971e+10,35,8e+06,0,0,0,0,3,1e+06
8094,8094,8094,2013-11-26 22:30:41.080038,188       ,2013-04-01 00:00:00,台南第三信用合作社,3731,6.922e+09,52,2.4e+07,6,2e+06,0,0,4969,3e+07
8095,8095,8095,2013-11-26 22:30:41.139396,053       ,2013-04-01 00:00:00,台中商業銀行,22958,4.9124e+10,704,7.73e+08,0,0,0,0,5227,1.489e+09
8096,8096,8096,2013-11-26 22:30:41.089124,092       ,2013-04-01 00:00:00,瑞士商瑞士銀行,5,1.06e+08,0,0,0,0,0,0,0,0
8097,8097,8097,2013-11-26 22:30:41.053743,118       ,2013-04-01 00:00:00,板信商業銀行,14313,2.6856e+10,106,1.18e+08,8,3e+06,0,0,6671,7.24e+08
8098,8098,8098,2013-11-26 22:30:41.109455,814       ,2013-04-01 00:00:00,大眾商業銀行,33786,9.3783e+10,392,4.98e+08,0,0,0,0,53278,6.839e+09
8099,8099,8099,2013-11-26 22:30:40.928577,082       ,2013-04-01 00:00:00,法商法國巴黎銀行,1,6e+06,0,0,0,0,0,0,0,0
8100,8100,8100,2013-11-26 22:30:41.045857,054       ,2013-04-01 00:00:00,京城商業銀行,7293,1.4483e+10,2894,2.644e+09,95,2.5e+07,0,0,4313,3.294e+09
8101,8101,8101,2013-11-26 22:30:40.913768,029       ,2013-04-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
8102,8102,8102,2013-11-26 22:30:40.899565,822       ,2013-04-01 00:00:00,中國信託商業銀行,122926,3.00731e+11,14291,1.513e+10,27109,6.182e+09,0,0,275646,6.4764e+10
8103,8103,8103,2013-11-26 22:30:41.05863,216       ,2013-04-01 00:00:00,花蓮第二信用合作社,5964,1.1828e+10,377,2.81e+08,0,0,717,2.08e+08,30,1.4e+07
8104,8104,8104,2013-11-26 22:30:41.247475,021       ,2013-04-01 00:00:00,花旗,29490,8.0266e+10,927,1.244e+09,0,0,133,2.71e+08,163038,4.0467e+10
8105,8105,8105,2013-11-26 22:30:40.924578,162       ,2013-04-01 00:00:00,彰化第六信用合作社,3703,6.862e+09,32,2e+07,0,0,0,0,912,1.81e+08
8106,8106,8106,2013-11-26 22:30:40.920557,224       ,2013-04-01 00:00:00,金門縣信用合作社,302,7.96e+08,209,3.53e+08,0,0,0,0,176,1.01e+08
8107,8107,8107,2013-11-26 22:30:41.12338,803       ,2013-04-01 00:00:00,聯邦商業銀行,27901,5.6138e+10,11109,1.5923e+10,21215,7.36e+09,1,0,20784,5.876e+09
8108,8108,8108,2013-11-26 22:30:41.254167,006       ,2013-04-01 00:00:00,合作金庫商業銀行,171096,4.33582e+11,44167,6.3402e+10,0,0,27799,6.578e+09,24504,1.2481e+10
8109,8109,8109,2013-11-26 22:30:41.116638,048       ,2013-04-01 00:00:00,臺灣工業銀行,1,0,0,0,0,0,0,0,0,0
8110,8110,8110,2013-11-26 22:30:41.285939,085       ,2013-04-01 00:00:00,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
8111,8111,8111,2013-11-26 22:30:41.1277,N013      ,2013-04-01 00:00:00,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
8112,8112,8112,2013-11-26 22:30:40.9354,165       ,2013-04-01 00:00:00,彰化縣鹿港信用合作社,3589,5.802e+09,194,1.83e+08,0,0,0,0,304,1.51e+08
8113,8113,8113,2013-11-26 22:30:40.922552,115       ,2013-04-01 00:00:00,基隆市第二信用合作社,2770,7.571e+09,114,9.8e+07,0,0,0,0,103,7e+06
8114,8114,8114,2013-11-26 22:30:40.943637,127       ,2013-04-01 00:00:00,桃園信用合作社,1056,2.332e+09,427,5.76e+08,0,0,0,0,553,8.24e+08
8115,8115,8115,2013-11-26 22:30:40.945909,012       ,2013-04-01 00:00:00,台北富邦銀行,97529,2.73434e+11,2405,2.212e+09,508,4.07e+08,13046,6.511e+09,200831,3.4344e+10
8116,8116,8116,2013-11-26 22:30:41.066439,083       ,2013-04-01 00:00:00,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
8117,8117,8117,2013-11-26 22:30:41.121463,017       ,2013-04-01 00:00:00,兆豐國際商業銀行,47231,1.65853e+11,5744,8.363e+09,0,0,4378,2.122e+09,3265,1.405e+09
8118,8118,8118,2013-11-26 22:30:41.114457,022       ,2013-04-01 00:00:00,美商美國銀行,0,0,0,0,0,0,7,0,0,0
8119,8119,8119,2013-11-26 22:30:41.093309,108       ,2013-04-01 00:00:00,陽信商業銀行,16964,4.3233e+10,1565,1.806e+09,963,5.57e+08,0,0,7988,1.216e+09
8120,8120,8120,2013-11-26 22:30:41.100378,815       ,2013-04-01 00:00:00,日盛國際商業銀行,18977,4.0277e+10,4769,8.184e+09,41,2.9e+07,0,0,16829,2.169e+09
8121,8121,8121,2013-11-26 22:30:41.130125,090       ,2013-04-01 00:00:00,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
8122,8122,8122,2013-11-26 22:30:41.125629,N012      ,2013-04-01 00:00:00,法國東方匯理銀行,0,0,0,0,0,0,0,0,0,0
8123,8123,8123,2013-11-26 22:30:41.134544,015       ,2013-04-01 00:00:00,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
8124,8124,8124,2013-11-26 22:30:41.244815,009       ,2013-04-01 00:00:00,彰化商業銀行,80136,2.39871e+11,30773,5.2242e+10,1,0,1928,5.93e+08,6874,6.103e+09
8125,8125,8125,2013-11-26 22:30:41.269733,N024      ,2013-04-01 00:00:00,大陸商中國銀行,0,0,0,0,0,0,0,0,0,0
8126,8126,8126,2013-11-26 22:30:41.288108,096       ,2013-04-01 00:00:00,澳盛,4959,2.7625e+10,263,3.14e+08,0,0,0,0,37251,5.918e+09
8127,8127,8127,2013-11-26 22:30:41.267757,052       ,2013-04-01 00:00:00,渣打國際商業銀行,71583,1.54835e+11,6459,7.857e+09,0,0,0,0,206293,5.4873e+10
8128,8128,8128,2013-11-26 22:30:41.295609,223       ,2013-04-01 00:00:00,澎湖第二信用合作社,661,2.065e+09,93,1.05e+08,0,0,0,0,217,6.5e+07
8129,8129,8129,2013-11-26 22:30:41.064216,132       ,2013-04-01 00:00:00,新竹第三信用合作社,3082,6.785e+09,231,1.8e+08,0,0,0,0,293,7.62e+08
8130,8130,8130,2013-11-26 22:30:41.437542,037       ,2013-05-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
8131,8131,8131,2013-11-26 22:30:41.425766,163       ,2013-05-01 00:00:00,彰化第十信用合作社,1282,2.63e+09,0,0,0,0,0,0,0,0
8132,8132,8132,2013-11-26 22:30:41.649314,053       ,2013-05-01 00:00:00,台中商業銀行,22975,4.9638e+10,698,7.67e+08,0,0,0,0,5203,1.485e+09
8133,8133,8133,2013-11-26 22:30:41.488407,132       ,2013-05-01 00:00:00,新竹第三信用合作社,3131,6.951e+09,233,1.81e+08,0,0,0,0,290,7.55e+08
8134,8134,8134,2013-11-26 22:30:41.770205,808       ,2013-05-01 00:00:00,玉山商業銀行,75330,2.06089e+11,3196,7.002e+09,0,0,1846,8.71e+08,79636,2.4822e+10
8135,8135,8135,2013-11-26 22:30:41.768147,223       ,2013-05-01 00:00:00,澎湖第二信用合作社,666,2.087e+09,91,1.03e+08,0,0,0,0,216,6.7e+07
8136,8136,8136,2013-11-26 22:30:41.766169,028       ,2013-05-01 00:00:00,美商美國紐約梅隆銀行,0,0,0,0,0,0,0,0,0,0
8137,8137,8137,2013-11-26 22:30:41.444783,162       ,2013-05-01 00:00:00,彰化第六信用合作社,3740,7.014e+09,32,1.9e+07,0,0,0,0,920,1.86e+08
8138,8138,8138,2013-11-26 22:30:41.73172,806       ,2013-05-01 00:00:00,元大商業銀行,21464,8.3642e+10,6402,7.867e+09,36120,1.2243e+10,106,1.6e+07,9147,4.818e+09
8139,8139,8139,2013-11-26 22:30:41.728662,102       ,2013-05-01 00:00:00,華泰商業銀行,4749,1.5574e+10,723,1.199e+09,0,0,0,0,1603,3.38e+08
8140,8140,8140,2013-11-26 22:30:41.749697,004       ,2013-05-01 00:00:00,臺灣銀行,160396,4.13903e+11,19812,2.191e+10,0,0,10917,2.863e+09,4315771,2.14974e+11
8141,8141,8141,2013-11-26 22:30:41.752248,097       ,2013-05-01 00:00:00,美商富國銀行,0,0,0,0,0,0,0,0,0,0
8142,8142,8142,2013-11-26 22:30:41.49238,087       ,2013-05-01 00:00:00,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
8143,8143,8143,2013-11-26 22:30:41.723421,104       ,2013-05-01 00:00:00,台北市第五信用合作社,1195,4.111e+09,20,2.7e+07,0,0,0,0,40,1e+07
8144,8144,8144,2013-11-26 22:30:41.642215,013       ,2013-05-01 00:00:00,國泰世華商業銀行,62119,2.63484e+11,6573,8.335e+09,376,3.39e+08,0,0,61904,3.4084e+10
8145,8145,8145,2013-11-26 22:30:41.639487,090       ,2013-05-01 00:00:00,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
8146,8146,8146,2013-11-26 22:30:41.644465,015       ,2013-05-01 00:00:00,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
8147,8147,8147,2013-11-26 22:30:41.626264,048       ,2013-05-01 00:00:00,臺灣工業銀行,1,0,0,0,0,0,0,0,0,0
8148,8148,8148,2013-11-26 22:30:41.490407,083       ,2013-05-01 00:00:00,英商渣打銀行,0,0,0,0,0,0,0,0,0,0
8149,8149,8149,2013-11-26 22:30:41.621404,N008      ,2013-05-01 00:00:00,台北縣淡水信用合作社,935,2.23e+09,115,1.31e+08,2,0,0,0,143,1.9e+07
8150,8150,8150,2013-11-26 22:30:41.616488,325       ,2013-05-01 00:00:00,香港上海匯豐銀行,0,0,0,0,0,0,0,0,0,0
8151,8151,8151,2013-11-26 22:30:41.631349,017       ,2013-05-01 00:00:00,兆豐國際商業銀行,47812,1.70012e+11,5632,8.164e+09,0,0,4353,2.077e+09,3184,1.354e+09
8152,8152,8152,2013-11-26 22:30:41.603247,108       ,2013-05-01 00:00:00,陽信商業銀行,16850,4.3158e+10,1548,1.739e+09,1204,7.06e+08,0,0,7767,1.185e+09
8153,8153,8153,2013-11-26 22:30:41.59914,092       ,2013-05-01 00:00:00,瑞士商瑞士銀行,5,1.06e+08,0,0,0,0,0,0,0,0
8154,8154,8154,2013-11-26 22:30:41.463721,127       ,2013-05-01 00:00:00,桃園信用合作社,1065,2.317e+09,417,5.36e+08,0,0,0,0,524,8.09e+08
8155,8155,8155,2013-11-26 22:30:41.317436,119       ,2013-05-01 00:00:00,淡水第一信用合作社,11481,2.3754e+10,349,2.8e+08,0,0,0,0,619,1.68e+08
8156,8156,8156,2013-11-26 22:30:41.474945,101       ,2013-05-01 00:00:00,大台北商業銀行,2537,1.0124e+10,94,9.9e+07,0,0,0,0,267,8.2e+07
8157,8157,8157,2013-11-26 22:30:41.45319,N022      ,2013-05-01 00:00:00,西班牙商西班牙對外銀行,0,0,0,0,0,0,0,0,0,0
8158,8158,8158,2013-11-26 22:30:41.450558,114       ,2013-05-01 00:00:00,基隆第一信用合作社,5994,8.639e+09,290,1.26e+08,0,0,0,0,4842,4.802e+09
8159,8159,8159,2013-11-26 22:30:41.481524,222       ,2013-05-01 00:00:00,澎湖縣第一信用合作社,143,3.6e+08,8,3.3e+07,0,0,0,0,185,6.1e+07
8160,8160,8160,2013-11-26 22:30:41.430203,093       ,2013-05-01 00:00:00,荷蘭商安智銀行,0,0,0,0,0,0,0,0,0,0
8161,8161,8161,2013-11-26 22:30:41.446672,812       ,2013-05-01 00:00:00,台新國際商業銀行,74855,2.18409e+11,2602,2.396e+09,41850,1.7214e+10,0,0,155078,5.849e+10
8162,8162,8162,2013-11-26 22:30:41.448588,082       ,2013-05-01 00:00:00,法商法國巴黎銀行,1,6e+06,0,0,0,0,0,0,0,0
8163,8163,8163,2013-11-26 22:30:41.428231,204       ,2013-05-01 00:00:00,高雄市第三信用合作社,3127,6.914e+09,221,2.33e+08,0,0,1280,7.41e+08,133,2.3e+07
8164,8164,8164,2013-11-26 22:30:41.48335,216       ,2013-05-01 00:00:00,花蓮第二信用合作社,5955,1.187e+10,372,2.76e+08,0,0,703,2.03e+08,29,1.5e+07
8165,8165,8165,2013-11-26 22:30:41.326739,822       ,2013-05-01 00:00:00,中國信託商業銀行,122858,3.04428e+11,14096,1.4862e+10,27110,6.324e+09,0,0,276028,6.5279e+10
8166,8166,8166,2013-11-26 22:30:41.422981,805       ,2013-05-01 00:00:00,遠東國際商業銀行,44854,1.08509e+11,3507,2.219e+09,58513,1.9017e+10,3890,1.075e+09,133242,1.5069e+10
8167,8167,8167,2013-11-26 22:30:41.323962,008       ,2013-05-01 00:00:00,華南商業銀行,126250,3.92325e+11,6716,1.0463e+10,7071,1.484e+09,2412,9.84e+08,47274,1.6621e+10
8168,8168,8168,2013-11-26 22:30:41.477513,106       ,2013-05-01 00:00:00,台北市第九信用合作社,2043,6.476e+09,0,0,0,0,0,0,119,4e+07
8169,8169,8169,2013-11-26 22:30:41.439707,224       ,2013-05-01 00:00:00,金門縣信用合作社,308,8.2e+08,210,3.54e+08,0,0,0,0,176,1.01e+08
8170,8170,8170,2013-11-26 22:30:41.747745,130       ,2013-05-01 00:00:00,新竹第一信用合作社,3268,1.2054e+10,7,7e+06,0,0,0,0,3,1e+06
8171,8171,8171,2013-11-26 22:30:41.314389,020       ,2013-05-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
8172,8172,8172,2013-11-26 22:30:41.584421,124       ,2013-05-01 00:00:00,宜蘭信用合作社,797,1.92e+09,214,2.91e+08,0,0,0,0,641,1.3e+07
8173,8173,8173,2013-11-26 22:30:41.47214,054       ,2013-05-01 00:00:00,京城商業銀行,7227,1.447e+10,2843,2.593e+09,92,2.4e+07,0,0,4179,3.204e+09
8174,8174,8174,2013-11-26 22:30:41.73852,810       ,2013-05-01 00:00:00,星展,12331,4.0357e+10,1568,2.032e+09,15080,8.561e+09,0,0,14145,2.211e+09
8175,8175,8175,2013-11-26 22:30:41.760584,096       ,2013-05-01 00:00:00,澳盛,5118,2.9068e+10,267,3.2e+08,0,0,0,0,37119,6.016e+09
8176,8176,8176,2013-11-26 22:30:41.457328,016       ,2013-05-01 00:00:00,高雄銀行,17653,3.0044e+10,3777,5.846e+09,0,0,0,0,55939,7.839e+09
8177,8177,8177,2013-11-26 22:30:41.465851,012       ,2013-05-01 00:00:00,台北富邦銀行,97417,2.74545e+11,2370,2.142e+09,530,4.27e+08,13364,6.611e+09,200987,3.5757e+10
8178,8178,8178,2013-11-26 22:30:41.328658,146       ,2013-05-01 00:00:00,台中市第二信用合作社,5391,1.1969e+10,111,1.62e+08,2,1e+06,0,0,98,2.5e+07
8179,8179,8179,2013-11-26 22:30:41.455228,165       ,2013-05-01 00:00:00,彰化縣鹿港信用合作社,3585,5.848e+09,192,1.74e+08,0,0,0,0,304,1.53e+08
8180,8180,8180,2013-11-26 22:30:41.320146,040       ,2013-05-01 00:00:00,中華開發工業銀行,0,0,0,0,0,0,0,0,12,4e+06
8181,8181,8181,2013-11-26 22:30:41.494732,161       ,2013-05-01 00:00:00,彰化第五信用合作社,705,1.59e+09,30,3.6e+07,0,0,0,0,3,1e+06
8182,8182,8182,2013-11-26 22:30:41.651293,009       ,2013-05-01 00:00:00,彰化商業銀行,79996,2.3912e+11,30368,5.1241e+10,1,0,1921,5.87e+08,6821,6.068e+09
8183,8183,8183,2013-11-26 22:30:41.322008,809       ,2013-05-01 00:00:00,萬泰商業銀行,5765,2.3157e+10,685,5.82e+08,6,0,0,0,177545,3.0252e+10
